solomon_100\C101,101,37,16486,1176.0500000000002,45.15,52.676,
solomon_100\C101,51,28,8071,503.4916666666668,8.276,11.354,
solomon_100\C101,61,29,8279,652.9583333333333,13.862,16.706,
solomon_100\C101,71,30,9733,807.5749999999996,15.707,21.271,
solomon_100\C101,81,38,12637,909.55,32.557,34.952,
solomon_100\C101,91,36,13125,1030.55,41.371,42.998,
solomon_100\C121,111,43,20065,2288.640000000001,124.57,139.21,
solomon_100\C121,121,45,22364,2474.516666666667,172.359,208.829,
solomon_100\C121,131,43,25350,2685.5249999999987,207.427,255.568,
solomon_100\C121,141,47,24823,2868.491666666666,409.878,472.177,
solomon_100\C121,151,55,26907,3058.149999999999,587.041,625.652,
solomon_100\R101,101,46,17906,1214.3075,63.744,65.774,
solomon_100\R101,51,25,7456,710.1333333333333,5.21,5.476,
solomon_100\R101,61,29,9784,798.4594594594596,9.016,9.947,
solomon_100\R101,71,33,12163,954.1999999999999,15.125,15.719,
solomon_100\R101,81,26,12730,1047.0705555555555,12.64,16.36,
solomon_100\R101,91,35,14392,1144.9428260869563,29.492,31.969,
solomon_100\R121,111,37,19840,2623.5700000000006,73.849,80.189,
solomon_100\R121,121,38,21248,2805.7460227272727,107.945,121.195,
solomon_100\R121,131,46,21841,3021.9433174603164,209.332,216.553,
solomon_100\R121,141,46,23837,3197.560659340659,275.747,284.558,
solomon_100\R121,151,43,24423,3381.6125000000006,320.933,331.13,
solomon_100\RC101,101,41,16457,1452.8666666666663,51.878,55.756,
solomon_100\RC101,51,28,5674,792.2,6.746,7.422,
solomon_100\RC101,61,29,8249,968.2166666666666,11.404,11.953,
solomon_100\RC101,71,36,10869,1090.2800000000002,18.695,20.946,
solomon_100\RC101,81,37,11969,1259.2333333333336,26.702,28.773,
solomon_100\RC101,91,43,13494,1374.694128787879,41.668,47.299,
solomon_100\RC121,111,46,21187,2540.2250000000013,122.547,130.094,
solomon_100\RC121,121,49,21576,2810.6275252525243,186.422,203.984,
solomon_100\RC121,131,44,22327,3043.6599999999994,236.849,244.476,
solomon_100\RC121,141,44,22861,3187.656111111109,235.218,268.234,
solomon_100\RC121,151,50,25327,3399.6483114035086,438.069,494.538,
solomon_100\C101,solomon_100\C101,solomon_100\C101,solomon_100\C101,solomon_100\C101,solomon_100\C101,solomon_100\C121,solomon_100\C121,solomon_100\C121,solomon_100\C121,solomon_100\C121,solomon_100\R101,solomon_100\R101,solomon_100\R101,solomon_100\R101,solomon_100\R101,solomon_100\R101,solomon_100\R121,solomon_100\R121,solomon_100\R121,solomon_100\R121,solomon_100\R121,solomon_100\RC101,solomon_100\RC101,solomon_100\RC101,solomon_100\RC101,solomon_100\RC101,solomon_100\RC101,solomon_100\RC121,solomon_100\RC121,solomon_100\RC121,solomon_100\RC121,solomon_100\RC121,
