solomon_100\C101.txt,124,4651,1044.9000000000005,829294.0,919.785,
solomon_100\C101.txt,60,2378,448.3142857142857,65706.0,80.384,
solomon_100\C101.txt,81,2733,580.1857142857145,186927.0,284.256,
solomon_100\C101.txt,86,3151,729.657738095238,260759.0,294.54,
solomon_100\C101.txt,105,3809,808.0714285714288,531524.0,629.145,
solomon_100\C101.txt,123,4402,915.8714285714286,768934.0,911.349,
solomon_100\R101.txt,108,4401,1102.3972402597403,382854.0,462.526,
solomon_100\R101.txt,58,2108,648.6642857142857,34710.0,39.487,
solomon_100\R101.txt,63,2375,733.2233954451344,65925.0,75.047,
solomon_100\R101.txt,82,3132,873.2104657756175,126389.0,142.017,
solomon_100\R101.txt,89,3508,953.7101190476191,155449.0,183.202,
solomon_100\R101.txt,94,3744,1040.6291666666668,238895.0,280.974,
solomon_100\RC101.txt,119,4578,1306.191502708868,584668.0,665.684,
solomon_100\RC101.txt,58,2012,698.4428571428572,46291.0,57.828,
solomon_100\RC101.txt,70,2618,857.8571428571429,63382.0,77.768,
solomon_100\RC101.txt,78,3018,974.423076923077,147875.0,172.024,
solomon_100\RC101.txt,89,3413,1127.8880952380955,185133.0,223.359,
solomon_100\RC101.txt,113,4305,1229.8026190476194,484046.0,598.707,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
