solomon_100\C101,101,106,3761,1051.2304761904763,920.111,920.111,
solomon_100\C101,51,68,1819,448.31428571428575,219.061,219.077,
solomon_100\C101,61,78,2331,580.1857142857141,392.779,392.81,
solomon_100\C101,71,102,2793,729.657738095238,742.687,742.718,
solomon_100\C101,81,103,3091,808.1214285714286,927.767,927.814,
solomon_100\C101,91,104,3522,916.7809523809525,938.132,938.132,
solomon_100\C121,111,114,4290,2042.2994104308398,967.891,967.907,
solomon_100\C121,121,127,4618,2212.468685064935,973.445,973.461,
solomon_100\C121,131,130,4928,2389.0274702380952,990.526,990.526,
solomon_100\C121,141,138,5231,2570.188847117793,955.89,955.906,
solomon_100\C121,151,139,5114,2765.1365981188246,950.0,950.031,
solomon_100\R101,101,114,3894,1103.0028455284555,906.625,906.63,
solomon_100\R101,51,67,1788,648.6642857142857,78.516,78.532,
solomon_100\R101,61,82,2255,733.2233954451347,183.766,183.791,
solomon_100\R101,71,92,2754,873.2104657756176,323.952,323.986,
solomon_100\R101,81,100,3084,953.7101190476192,562.494,562.525,
solomon_100\R101,91,113,3418,1040.6461199294536,921.158,921.161,
solomon_100\R121,111,113,4118,2376.289086942737,902.1,902.1,
solomon_100\R121,121,126,4713,2541.2898622589523,926.235,926.251,
solomon_100\R121,131,130,4898,2728.8293209255544,930.616,930.632,
solomon_100\R121,141,146,5348,2887.053390531746,999.811,999.827,
solomon_100\R121,151,152,5794,3053.143474942633,916.284,916.304,
solomon_100\RC101,101,109,3773,1307.723936507937,945.08,945.096,
solomon_100\RC101,51,62,1575,698.4428571428571,106.633,106.648,
solomon_100\RC101,61,79,2054,857.8571428571427,297.314,297.345,
solomon_100\RC101,71,95,2375,974.4230769230769,615.5,615.531,
solomon_100\RC101,81,106,2967,1127.8880952380953,904.432,904.463,
solomon_100\RC101,91,103,3390,1229.863333333333,949.077,949.093,
solomon_100\RC121,111,113,4266,2267.920604395605,978.548,978.548,
solomon_100\RC121,121,119,4451,2514.8487012987016,964.633,964.633,
solomon_100\RC121,131,124,4662,2736.377362825788,902.335,902.351,
solomon_100\RC121,141,139,5281,2874.607269762692,1032.302,1032.334,
solomon_100\RC121,151,142,5345,3056.3423329047932,921.621,921.637,
