solomon_100\C101.txt,604,603,1047.6333333333332,13.487,
solomon_100\C101.txt,279,278,454.8181818181818,2.683,
solomon_100\C101.txt,339,338,582.3000000000001,3.242,
solomon_100\C101.txt,421,420,730.0577380952382,5.912,
solomon_100\C101.txt,471,470,812.1714285714286,7.685,
solomon_100\C101.txt,532,531,919.364285714286,10.613,
solomon_100\R101.txt,699,698,1103.9664852484,13.851,
solomon_100\R101.txt,319,318,650.2158163265307,1.544,
solomon_100\R101.txt,388,387,734.3564174572304,2.5,
solomon_100\R101.txt,427,426,878.8303703122551,3.466,
solomon_100\R101.txt,560,559,954.8307075771485,6.596,
solomon_100\R101.txt,660,659,1042.307089618456,9.89,
solomon_100\RC101.txt,664,663,1308.6696524749937,20.386,
solomon_100\RC101.txt,254,253,701.3142857142859,2.223,
solomon_100\RC101.txt,323,322,861.1839285714284,4.51,
solomon_100\RC101.txt,431,430,978.0223290598288,8.715,
solomon_100\RC101.txt,519,518,1135.8357471804513,13.46,
solomon_100\RC101.txt,623,622,1230.5199999999998,20.546,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
