solomon_100\C101,101,542,541,1044.9000000000003,53.903,
solomon_100\C101,51,262,261,448.3142857142858,7.688,
solomon_100\C101,61,310,309,580.1857142857143,12.421,
solomon_100\C101,71,375,374,729.6577380952377,19.342,
solomon_100\C101,81,417,416,808.0714285714283,28.11,
solomon_100\C101,91,479,478,915.8714285714285,42.64,
solomon_100\C121,111,667,666,2028.053865546218,78.305,
solomon_100\C121,121,752,751,2193.8684065934067,103.801,
solomon_100\C121,131,833,832,2359.771428571428,137.407,
solomon_100\C121,141,928,927,2528.88,175.693,
solomon_100\C121,151,970,969,2694.674285714286,213.125,
solomon_100\R101,101,637,636,1102.3972402597406,51.249,
solomon_100\R101,51,301,300,648.6642857142856,7.952,
solomon_100\R101,61,336,335,733.2233954451347,10.938,
solomon_100\R101,71,409,408,873.2104657756175,17.672,
solomon_100\R101,81,494,493,953.710119047619,26.609,
solomon_100\R101,91,577,576,1040.6291666666668,39.578,
solomon_100\R121,111,757,756,2374.1983617300125,76.579,
solomon_100\R121,121,863,862,2535.44429563492,100.218,
solomon_100\R121,131,952,951,2713.5456182472976,129.328,
solomon_100\R121,141,951,950,2868.9153481240996,147.063,
solomon_100\R121,151,1084,1083,3029.826882897531,192.729,
solomon_100\RC101,101,616,615,1306.1915027088673,50.958,
solomon_100\RC101,51,250,249,698.4428571428572,8.609,
solomon_100\RC101,61,330,329,857.8571428571427,12.203,
solomon_100\RC101,71,405,404,974.4230769230772,18.08,
solomon_100\RC101,81,480,479,1127.888095238095,26.436,
solomon_100\RC101,91,567,566,1229.8026190476191,40.418,
solomon_100\RC121,111,713,712,2263.6313095238097,73.881,
solomon_100\RC121,121,802,801,2499.845714285714,97.553,
solomon_100\RC121,131,907,906,2720.555238095237,127.87,
solomon_100\RC121,141,932,931,2837.038571428571,155.829,
solomon_100\RC121,151,1024,1023,3020.966493506493,193.296,
