solomon_100\C101.txt,595,594,1045.352380952381,54.723,
solomon_100\C101.txt,305,304,448.80714285714276,9.874,
solomon_100\C101.txt,344,343,580.4857142857142,15.736,
solomon_100\C101.txt,401,400,730.0791666666667,20.665,
solomon_100\C101.txt,478,477,808.2166666666669,30.359,
solomon_100\C101.txt,540,539,916.4142857142858,44.567,
solomon_100\R101.txt,721,720,1103.3806722689073,57.656,
solomon_100\R101.txt,323,322,648.7785714285716,5.992,
solomon_100\R101.txt,364,363,734.6690909090909,8.7,
solomon_100\R101.txt,437,436,875.2432318415264,13.768,
solomon_100\R101.txt,579,578,953.7190476190477,25.944,
solomon_100\R101.txt,636,635,1040.9282312925172,37.34,
solomon_100\RC101.txt,662,661,1307.1864270758567,93.815,
solomon_100\RC101.txt,252,251,698.5285714285715,9.372,
solomon_100\RC101.txt,320,319,857.9,18.803,
solomon_100\RC101.txt,423,422,974.5759043040293,36.615,
solomon_100\RC101.txt,514,513,1132.1231746031747,57.356,
solomon_100\RC101.txt,586,585,1229.9357142857143,78.326,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
