solomon_100\C101,101,485,484,1176.05,40.313,
solomon_100\C101,51,230,229,503.4916666666666,6.968,
solomon_100\C101,61,277,276,652.9583333333334,10.706,
solomon_100\C101,71,334,333,807.5749999999999,15.954,
solomon_100\C101,81,389,388,909.5499999999998,22.797,
solomon_100\C101,91,407,406,1030.55,28.968,
solomon_100\C121,111,590,589,2288.640000000001,54.573,
solomon_100\C121,121,673,672,2474.5166666666673,72.113,
solomon_100\C121,131,668,667,2685.5249999999996,82.448,
solomon_100\C121,141,751,750,2868.491666666667,104.798,
solomon_100\C121,151,808,807,3058.149999999999,129.868,
solomon_100\R101,101,560,559,1214.3075,42.935,
solomon_100\R101,51,254,253,710.1333333333334,7.168,
solomon_100\R101,61,319,318,798.4594594594594,11.331,
solomon_100\R101,71,357,356,954.2,15.512,
solomon_100\R101,81,436,435,1047.0705555555553,23.703,
solomon_100\R101,91,477,476,1144.9428260869568,31.456,
solomon_100\R121,111,661,660,2623.5700000000006,56.328,
solomon_100\R121,121,763,762,2805.746022727272,73.937,
solomon_100\R121,131,784,783,3021.943317460317,87.541,
solomon_100\R121,141,879,878,3197.5606593406596,111.266,
solomon_100\R121,151,910,909,3381.6124999999997,130.729,
solomon_100\RC101,101,572,571,1452.8666666666663,43.053,
solomon_100\RC101,51,223,222,792.2,6.766,
solomon_100\RC101,61,285,284,968.2166666666667,10.453,
solomon_100\RC101,71,350,349,1090.28,15.73,
solomon_100\RC101,81,430,429,1259.2333333333333,23.349,
solomon_100\RC101,91,493,492,1374.694128787879,32.058,
solomon_100\RC121,111,626,625,2540.224999999999,54.044,
solomon_100\RC121,121,694,693,2810.6275252525256,69.152,
solomon_100\RC121,131,772,771,3043.66,88.641,
solomon_100\RC121,141,829,828,3187.6561111111105,108.704,
solomon_100\RC121,151,877,876,3399.6483114035086,130.035,
solomon_100\C101,solomon_100\C101,solomon_100\C101,solomon_100\C101,solomon_100\C101,solomon_100\C101,solomon_100\C121,solomon_100\C121,solomon_100\C121,solomon_100\C121,solomon_100\C121,solomon_100\R101,solomon_100\R101,solomon_100\R101,solomon_100\R101,solomon_100\R101,solomon_100\R101,solomon_100\R121,solomon_100\R121,solomon_100\R121,solomon_100\R121,solomon_100\R121,solomon_100\RC101,solomon_100\RC101,solomon_100\RC101,solomon_100\RC101,solomon_100\RC101,solomon_100\RC101,solomon_100\RC121,solomon_100\RC121,solomon_100\RC121,solomon_100\RC121,solomon_100\RC121,
