solomon_100\C101,51,230,229,503.4916667,6.968
solomon_100\C101,61,277,276,652.9583333,10.706
solomon_100\C101,71,334,333,807.575,15.954
solomon_100\C101,81,389,388,909.55,22.797
solomon_100\C101,91,407,406,1030.55,28.968
solomon_100\C101,101,485,484,1176.05,40.313
solomon_100\C121,111,590,589,2288.64,54.573
solomon_100\C121,121,673,672,2474.516667,72.113
solomon_100\C121,131,668,667,2685.525,82.448
solomon_100\C121,141,751,750,2868.491667,104.798
solomon_100\C121,151,808,807,3058.15,129.868
solomon_100\R101,51,254,253,710.1333333,7.168
solomon_100\R101,61,319,318,798.4594595,11.331
solomon_100\R101,71,357,356,954.2,15.512
solomon_100\R101,81,436,435,1047.070556,23.703
solomon_100\R101,91,477,476,1144.942826,31.456
solomon_100\R101,101,560,559,1214.3075,42.935
solomon_100\R121,111,661,660,2623.57,56.328
solomon_100\R121,121,763,762,2805.746023,73.937
solomon_100\R121,131,784,783,3021.943317,87.541
solomon_100\R121,141,879,878,3197.560659,111.266
solomon_100\R121,151,910,909,3381.6125,130.729
solomon_100\RC101,51,223,222,792.2,6.766
solomon_100\RC101,61,285,284,968.2166667,10.453
solomon_100\RC101,71,350,349,1090.28,15.73
solomon_100\RC101,81,430,429,1259.233333,23.349
solomon_100\RC101,91,493,492,1374.694129,32.058
solomon_100\RC101,101,572,571,1452.866667,43.053
solomon_100\RC121,111,626,625,2540.225,54.044
solomon_100\RC121,121,694,693,2810.627525,69.152
solomon_100\RC121,131,772,771,3043.66,88.641
solomon_100\RC121,141,829,828,3187.656111,108.704
solomon_100\RC121,151,877,876,3399.648311,130.035
,,,,,
solomon_100\C101,51,225,224,503.4916667,4.719
solomon_100\C101,61,281,280,652.9583333,7.592
solomon_100\C101,71,326,325,807.575,11.216
solomon_100\C101,81,387,386,909.55,16.639
solomon_100\C101,91,432,431,1030.55,23.17
solomon_100\C101,101,481,480,1176.05,30.419
solomon_100\C121,111,602,601,2288.64,44.114
solomon_100\C121,121,672,671,2474.516667,58.039
solomon_100\C121,131,699,698,2685.525,70.721
solomon_100\C121,141,766,765,2868.491667,88.662
solomon_100\C121,151,816,815,3058.15,109.643
solomon_100\R101,51,242,241,710.1333333,4.888
solomon_100\R101,61,313,312,798.4594595,8.172
solomon_100\R101,71,367,366,954.2,12.174
solomon_100\R101,81,436,435,1047.070556,17.982
solomon_100\R101,91,492,491,1144.942826,24.908
solomon_100\R101,101,552,551,1214.3075,33.107
solomon_100\R121,111,640,639,2623.57,45.485
solomon_100\R121,121,745,744,2805.746023,61
solomon_100\R121,131,768,767,3021.943317,72.796
solomon_100\R121,141,858,857,3197.560659,93.954
solomon_100\R121,151,952,951,3381.6125,118.704
solomon_100\RC101,51,219,218,792.2,4.648
solomon_100\RC101,61,284,283,968.2166667,7.541
solomon_100\RC101,71,355,354,1090.28,11.606
solomon_100\RC101,81,446,445,1259.233333,17.894
solomon_100\RC101,91,481,480,1374.694129,24.124
solomon_100\RC101,101,560,559,1452.866667,32.922
solomon_100\RC121,111,641,640,2540.225,45.458
solomon_100\RC121,121,708,707,2810.627525,58.374
solomon_100\RC121,131,753,752,3043.66,73.469
solomon_100\RC121,141,849,848,3187.656111,95.14
solomon_100\RC121,151,878,877,3399.648311,112.453
,,,,,
solomon_100\C101,51,57,1466,503.4916667,100.883
solomon_100\C101,61,65,1828,652.9583333,148.825
solomon_100\C101,71,71,1997,807.575,231.876
solomon_100\C101,81,77,2291,909.55,346.056
solomon_100\C101,91,93,2682,1030.55,512.547
solomon_100\C101,101,93,2727,1176.05,734.223
solomon_100\C121,111,98,3262,2290.383333,913.03
solomon_100\C121,121,105,3630,2483.035,983.904
solomon_100\C121,131,108,3793,2695.581667,971.854
solomon_100\C121,141,111,4021,2876.241111,981.341
solomon_100\C121,151,121,4467,3072.830404,929.994
solomon_100\R101,51,56,1416,710.1333333,46.563
solomon_100\R101,61,64,1670,798.4594595,87.78
solomon_100\R101,71,71,2236,954.2,112.094
solomon_100\R101,81,70,2357,1047.070556,137.734
solomon_100\R101,91,92,2819,1144.942826,371.766
solomon_100\R101,101,103,3032,1214.3075,745.376
solomon_100\R121,111,113,3688,2623.57,923.5
solomon_100\R121,121,113,3842,2806.885417,950.442
solomon_100\R121,131,114,4008,3021.967159,907.719
solomon_100\R121,141,122,4446,3198.219788,994.164
solomon_100\R121,151,132,4780,3386.043088,977.513
solomon_100\RC101,51,51,1303,792.2,49.587
solomon_100\RC101,61,65,1573,968.2166667,125.594
solomon_100\RC101,71,67,1932,1090.28,164.031
solomon_100\RC101,81,79,2384,1259.233333,240.142
solomon_100\RC101,91,88,2477,1374.694129,506.311
solomon_100\RC101,101,96,2871,1452.866667,659.098
solomon_100\RC121,111,100,3307,2540.54963,932.965
solomon_100\RC121,121,105,3583,2810.991354,901.783
solomon_100\RC121,131,113,3965,3045.416849,904.595
solomon_100\RC121,141,120,4348,3193.819538,912.062
solomon_100\RC121,151,123,4508,3405.066986,1002.579
,,,,,
solomon_100\C101,51,28,8071,503.4916667,11.354
solomon_100\C101,61,29,8279,652.9583333,16.706
solomon_100\C101,71,30,9733,807.575,21.271
solomon_100\C101,81,38,12637,909.55,34.952
solomon_100\C101,91,36,13125,1030.55,42.998
solomon_100\C101,101,37,16486,1176.05,52.676
solomon_100\C121,111,43,20065,2288.64,139.21
solomon_100\C121,121,45,22364,2474.516667,208.829
solomon_100\C121,131,43,25350,2685.525,255.568
solomon_100\C121,141,47,24823,2868.491667,472.177
solomon_100\C121,151,55,26907,3058.15,625.652
solomon_100\R101,51,25,7456,710.1333333,5.476
solomon_100\R101,61,29,9784,798.4594595,9.947
solomon_100\R101,71,33,12163,954.2,15.719
solomon_100\R101,81,26,12730,1047.070556,16.36
solomon_100\R101,91,35,14392,1144.942826,31.969
solomon_100\R101,101,46,17906,1214.3075,65.774
solomon_100\R121,111,37,19840,2623.57,80.189
solomon_100\R121,121,38,21248,2805.746023,121.195
solomon_100\R121,131,46,21841,3021.943317,216.553
solomon_100\R121,141,46,23837,3197.560659,284.558
solomon_100\R121,151,43,24423,3381.6125,331.13
solomon_100\RC101,51,28,5674,792.2,7.422
solomon_100\RC101,61,29,8249,968.2166667,11.953
solomon_100\RC101,71,36,10869,1090.28,20.946
solomon_100\RC101,81,37,11969,1259.233333,28.773
solomon_100\RC101,91,43,13494,1374.694129,47.299
solomon_100\RC101,101,41,16457,1452.866667,55.756
solomon_100\RC121,111,46,21187,2540.225,130.094
solomon_100\RC121,121,49,21576,2810.627525,203.984
solomon_100\RC121,131,44,22327,3043.66,244.476
solomon_100\RC121,141,44,22861,3187.656111,268.234
solomon_100\RC121,151,50,25327,3399.648311,494.538
