solomon_100\C101.txt,437,436,1363.4862499999997,62.964,
solomon_100\C101.txt,191,190,578.3229166666667,11.855,
solomon_100\C101.txt,248,247,753.48625,16.637,
solomon_100\C101.txt,298,297,921.2062500000003,26.506,
solomon_100\C101.txt,337,336,1053.7662500000001,29.257,
solomon_100\C101.txt,384,383,1195.06625,42.751,
solomon_100\R101.txt,504,503,1373.7051282051275,59.342,
solomon_100\R101.txt,214,213,793.62,3.625,
solomon_100\R101.txt,279,278,892.5898148148146,6.562,
solomon_100\R101.txt,361,360,1067.3075000000001,12.485,
solomon_100\R101.txt,367,366,1178.4754609929078,18.298,
solomon_100\R101.txt,433,432,1290.783361344538,30.608,
solomon_100\R500.txt,1,0,0.0,0.031,
solomon_100\R500.txt,1,0,0.0,0.047,
solomon_100\R500.txt,1,0,0.0,0.048,
solomon_100\R500.txt,1,0,0.0,0.098,
solomon_100\RC101.txt,475,474,1669.5334693877553,89.037,
solomon_100\RC101.txt,198,197,922.5,9.171,
solomon_100\RC101.txt,261,260,1122.4899999999998,19.782,
solomon_100\RC101.txt,311,310,1248.9350000000002,31.391,
solomon_100\RC101.txt,405,404,1440.6000000000001,53.278,
solomon_100\RC101.txt,450,449,1566.8400000000001,65.392,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R500.txt,solomon_100\R500.txt,solomon_100\R500.txt,solomon_100\R500.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,solomon_100\C101.txt,
