solomon_100\C101.txt,29,17078,1363.48625,44.485,56.986,
solomon_100\C101.txt,18,7870,578.3229166666667,5.827,8.624,
solomon_100\C101.txt,19,9735,753.4862499999999,6.484,11.531,
solomon_100\C101.txt,23,10942,921.2062499999997,11.531,19.422,
solomon_100\C101.txt,25,14011,1053.76625,15.67,21.656,
solomon_100\C101.txt,26,15511,1195.0662499999999,24.844,28.844,
solomon_100\R101.txt,35,19573,1373.7051282051282,54.001,63.925,
solomon_100\R101.txt,17,6659,793.62,4.108,5.471,
solomon_100\R101.txt,17,9749,892.5898148148146,4.061,4.856,
solomon_100\R101.txt,23,11276,1067.3075000000001,10.768,12.131,
solomon_100\R101.txt,28,13188,1178.4754609929078,20.562,24.609,
solomon_100\R101.txt,34,16570,1290.7833613445375,36.851,42.719,
solomon_100\R500.txt,58,48087,3403.8839738171055,977.817,978.332,
solomon_100\R500.txt,68,59957,5819.661150951459,968.338,969.187,
solomon_100\R500.txt,88,78587,7999.677911549586,984.313,984.954,
solomon_100\R500.txt,90,82312,10636.419403830585,1275.27,1275.646,
solomon_100\RC101.txt,35,19960,1669.5334693877553,44.323,55.826,
solomon_100\RC101.txt,22,6027,922.5000000000001,8.015,8.745,
solomon_100\RC101.txt,15,7457,1122.49,4.64,5.829,
solomon_100\RC101.txt,21,11142,1248.9350000000002,11.39,13.265,
solomon_100\RC101.txt,24,13361,1440.6,14.377,20.486,
solomon_100\RC101.txt,27,15530,1566.8399999999997,24.602,32.182,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,solomon_100\C101.txt,
