C-n15-k4-L8

CUSTOMER NUMBER
15

VEHICLE NUMBER
4

LIMIT
8

COMPATIBILITY SETS
Vehicle 0
1, 2, 4, 6, 8, 10, 11, 14

Vehicle 1
3, 5, 7, 9, 11, 12, 14

Vehicle 2
1, 2, 4, 5, 7, 8, 10, 13, 14

Vehicle 3
1, 2, 4, 5, 7, 8, 9, 11, 13


DISTANCE MATRIX
0.0, 18.0, 20.0, 16.0, 18.0, 15.0, 19.0, 16.0, 18.0, 20.0, 16.0, 19.0, 38.0, 30.0, 39.0
18.0, 0.0, 2.0, 3.0, 3.0, 4.0, 5.0, 5.0, 7.0, 7.0, 10.0, 10.0, 26.0, 24.0, 28.0
20.0, 2.0, 0.0, 5.0, 3.0, 5.0, 5.0, 6.0, 7.0, 7.0, 10.0, 10.0, 25.0, 23.0, 27.0
16.0, 3.0, 5.0, 0.0, 2.0, 1.0, 3.0, 2.0, 4.0, 5.0, 7.0, 7.0, 25.0, 21.0, 27.0
18.0, 3.0, 3.0, 2.0, 0.0, 3.0, 2.0, 2.0, 4.0, 4.0, 7.0, 7.0, 24.0, 21.0, 26.0
15.0, 4.0, 5.0, 1.0, 3.0, 0.0, 4.0, 2.0, 5.0, 6.0, 7.0, 8.0, 26.0, 22.0, 28.0
19.0, 5.0, 5.0, 3.0, 2.0, 4.0, 0.0, 3.0, 2.0, 2.0, 5.0, 5.0, 21.0, 18.0, 24.0
16.0, 5.0, 6.0, 2.0, 2.0, 2.0, 3.0, 0.0, 2.0, 4.0, 5.0, 5.0, 24.0, 20.0, 26.0
18.0, 7.0, 7.0, 4.0, 4.0, 5.0, 2.0, 2.0, 0.0, 2.0, 3.0, 3.0, 21.0, 17.0, 23.0
20.0, 7.0, 7.0, 5.0, 4.0, 6.0, 2.0, 4.0, 2.0, 0.0, 5.0, 3.0, 19.0, 16.0, 21.0
16.0, 10.0, 10.0, 7.0, 7.0, 7.0, 5.0, 5.0, 3.0, 5.0, 0.0, 3.0, 21.0, 15.0, 23.0
19.0, 10.0, 10.0, 7.0, 7.0, 8.0, 5.0, 5.0, 3.0, 3.0, 3.0, 0.0, 18.0, 14.0, 20.0
38.0, 26.0, 25.0, 25.0, 24.0, 26.0, 21.0, 24.0, 21.0, 19.0, 21.0, 18.0, 0.0, 10.0, 3.0
30.0, 24.0, 23.0, 21.0, 21.0, 22.0, 18.0, 20.0, 17.0, 16.0, 15.0, 14.0, 10.0, 0.0, 10.0
39.0, 28.0, 27.0, 27.0, 26.0, 28.0, 24.0, 26.0, 23.0, 21.0, 23.0, 20.0, 3.0, 10.0, 0.0
