R-n20-k6-L8

CUSTOMER NUMBER
20

VEHICLE NUMBER
6

LIMIT
8

COMPATIBILITY SETS
Vehicle 0
16, 3, 19, 8, 10, 11, 14

Vehicle 1
17, 2, 18, 19, 4, 6, 8, 14

Vehicle 2
16, 1, 19, 5, 6, 10, 11, 13, 14

Vehicle 3
16, 1, 6, 9, 12

Vehicle 4
17, 3, 19, 6, 7, 8, 9, 13

Vehicle 5
1, 4, 5, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19


DISTANCE MATRIX
0.0, 15.0, 18.0, 22.0, 25.0, 20.0, 11.0, 21.0, 26.0, 32.0, 25.0, 33.0, 15.0, 11.0, 32.0, 30.0, 29.0, 30.0, 15.0, 32.0
15.0, 0.0, 32.0, 14.0, 32.0, 32.0, 24.0, 21.0, 31.0, 17.0, 15.0, 26.0, 16.0, 26.0, 46.0, 45.0, 42.0, 40.0, 22.0, 28.0
18.0, 32.0, 0.0, 34.0, 20.0, 23.0, 16.0, 36.0, 36.0, 47.0, 43.0, 50.0, 23.0, 9.0, 21.0, 13.0, 25.0, 32.0, 27.0, 47.0
22.0, 14.0, 34.0, 0.0, 25.0, 42.0, 33.0, 35.0, 45.0, 15.0, 29.0, 40.0, 11.0, 32.0, 53.0, 47.0, 51.0, 52.0, 35.0, 42.0
25.0, 32.0, 20.0, 25.0, 0.0, 41.0, 31.0, 46.0, 50.0, 40.0, 47.0, 57.0, 15.0, 25.0, 41.0, 29.0, 45.0, 50.0, 40.0, 56.0
20.0, 32.0, 23.0, 42.0, 41.0, 0.0, 10.0, 20.0, 13.0, 50.0, 33.0, 35.0, 35.0, 15.0, 20.0, 29.0, 11.0, 10.0, 11.0, 30.0
11.0, 24.0, 16.0, 33.0, 31.0, 10.0, 0.0, 20.0, 19.0, 42.0, 30.0, 35.0, 25.0, 7.0, 22.0, 25.0, 18.0, 20.0, 11.0, 31.0
21.0, 21.0, 36.0, 35.0, 46.0, 20.0, 20.0, 0.0, 12.0, 36.0, 14.0, 15.0, 33.0, 26.0, 40.0, 46.0, 31.0, 25.0, 10.0, 11.0
26.0, 31.0, 36.0, 45.0, 50.0, 13.0, 19.0, 12.0, 0.0, 48.0, 26.0, 24.0, 40.0, 26.0, 33.0, 42.0, 23.0, 13.0, 10.0, 17.0
32.0, 17.0, 47.0, 15.0, 40.0, 50.0, 42.0, 36.0, 48.0, 0.0, 25.0, 35.0, 25.0, 43.0, 64.0, 60.0, 60.0, 58.0, 40.0, 40.0
25.0, 15.0, 43.0, 29.0, 47.0, 33.0, 30.0, 14.0, 26.0, 25.0, 0.0, 11.0, 32.0, 35.0, 52.0, 55.0, 44.0, 39.0, 22.0, 15.0
33.0, 26.0, 50.0, 40.0, 57.0, 35.0, 35.0, 15.0, 24.0, 35.0, 11.0, 0.0, 42.0, 41.0, 55.0, 60.0, 46.0, 38.0, 25.0, 7.0
15.0, 16.0, 23.0, 11.0, 15.0, 35.0, 25.0, 33.0, 40.0, 25.0, 32.0, 42.0, 0.0, 22.0, 43.0, 36.0, 42.0, 45.0, 30.0, 43.0
11.0, 26.0, 9.0, 32.0, 25.0, 15.0, 7.0, 26.0, 26.0, 43.0, 35.0, 41.0, 22.0, 0.0, 21.0, 20.0, 20.0, 25.0, 18.0, 38.0
32.0, 46.0, 21.0, 53.0, 41.0, 20.0, 22.0, 40.0, 33.0, 64.0, 52.0, 55.0, 43.0, 21.0, 0.0, 15.0, 11.0, 22.0, 30.0, 50.0
30.0, 45.0, 13.0, 47.0, 29.0, 29.0, 25.0, 46.0, 42.0, 60.0, 55.0, 60.0, 36.0, 20.0, 15.0, 0.0, 25.0, 35.0, 36.0, 57.0
29.0, 42.0, 25.0, 51.0, 45.0, 11.0, 18.0, 31.0, 23.0, 60.0, 44.0, 46.0, 42.0, 20.0, 11.0, 25.0, 0.0, 11.0, 22.0, 40.0
30.0, 40.0, 32.0, 52.0, 50.0, 10.0, 20.0, 25.0, 13.0, 58.0, 39.0, 38.0, 45.0, 25.0, 22.0, 35.0, 11.0, 0.0, 18.0, 31.0
15.0, 22.0, 27.0, 35.0, 40.0, 11.0, 11.0, 10.0, 10.0, 40.0, 22.0, 25.0, 30.0, 18.0, 30.0, 36.0, 22.0, 18.0, 0.0, 20.0
32.0, 28.0, 47.0, 42.0, 56.0, 30.0, 31.0, 11.0, 17.0, 40.0, 15.0, 7.0, 43.0, 38.0, 50.0, 57.0, 40.0, 31.0, 20.0, 0.0
