RC-n30-k8-L8

CUSTOMER NUMBER
30

VEHICLE NUMBER
8

LIMIT
8

COMPATIBILITY SETS
Vehicle 0
2, 3, 4, 5, 7, 11, 12, 13, 14, 16, 17, 18, 21, 23, 29

Vehicle 1
1, 4, 5, 6, 9, 11, 12, 13, 16, 17, 22, 25, 26, 28, 29

Vehicle 2
1, 2, 3, 6, 9, 11, 13, 16, 17, 18, 21, 23, 24, 25, 26, 27, 28

Vehicle 3
1, 2, 7, 8, 9, 11, 12, 14, 16, 20, 22, 23, 27, 28

Vehicle 4
18, 19, 21, 6, 7, 23, 24, 10, 11, 29, 14

Vehicle 5
1, 2, 3, 4, 5, 8, 9, 10, 12, 14, 16, 18, 20, 21, 22, 24, 25, 26, 28

Vehicle 6
1, 3, 5, 7, 9, 11, 12, 14, 15, 18, 24, 25, 26, 28

Vehicle 7
1, 2, 3, 4, 8, 9, 12, 14, 16, 22, 23, 25, 26, 27


DISTANCE MATRIX
0.0, 38.0, 30.0, 39.0, 36.0, 40.0, 33.0, 35.0, 39.0, 33.0, 31.0, 33.0, 32.0, 38.0, 35.0, 39.0, 41.0, 40.0, 45.0, 40.0, 35.0, 45.0, 35.0, 45.0, 35.0, 45.0, 58.0, 57.0, 55.0, 52.0
38.0, 0.0, 10.0, 3.0, 7.0, 5.0, 12.0, 14.0, 11.0, 52.0, 47.0, 48.0, 43.0, 53.0, 44.0, 50.0, 51.0, 47.0, 82.0, 76.0, 72.0, 81.0, 71.0, 81.0, 71.0, 80.0, 89.0, 86.0, 86.0, 82.0
30.0, 10.0, 0.0, 10.0, 5.0, 10.0, 4.0, 7.0, 8.0, 41.0, 37.0, 37.0, 33.0, 43.0, 34.0, 40.0, 41.0, 37.0, 73.0, 68.0, 63.0, 72.0, 62.0, 71.0, 62.0, 71.0, 85.0, 83.0, 83.0, 78.0
39.0, 3.0, 10.0, 0.0, 5.0, 2.0, 10.0, 12.0, 8.0, 51.0, 46.0, 47.0, 42.0, 52.0, 43.0, 49.0, 50.0, 45.0, 82.0, 77.0, 72.0, 82.0, 72.0, 81.0, 71.0, 81.0, 91.0, 88.0, 89.0, 84.0
36.0, 7.0, 5.0, 5.0, 0.0, 5.0, 5.0, 7.0, 5.0, 46.0, 41.0, 41.0, 37.0, 47.0, 38.0, 43.0, 44.0, 40.0, 78.0, 73.0, 68.0, 77.0, 68.0, 77.0, 67.0, 76.0, 90.0, 87.0, 87.0, 83.0
40.0, 5.0, 10.0, 2.0, 5.0, 0.0, 10.0, 11.0, 7.0, 50.0, 46.0, 46.0, 41.0, 52.0, 42.0, 48.0, 49.0, 44.0, 83.0, 78.0, 73.0, 82.0, 72.0, 82.0, 72.0, 81.0, 93.0, 90.0, 90.0, 86.0
33.0, 12.0, 4.0, 10.0, 5.0, 10.0, 0.0, 3.0, 5.0, 40.0, 35.0, 36.0, 31.0, 42.0, 32.0, 38.0, 39.0, 34.0, 74.0, 69.0, 64.0, 73.0, 63.0, 72.0, 63.0, 72.0, 89.0, 86.0, 86.0, 82.0
35.0, 14.0, 7.0, 12.0, 7.0, 11.0, 3.0, 0.0, 5.0, 40.0, 35.0, 35.0, 30.0, 41.0, 31.0, 37.0, 38.0, 33.0, 75.0, 70.0, 65.0, 74.0, 65.0, 73.0, 64.0, 72.0, 91.0, 89.0, 89.0, 85.0
39.0, 11.0, 8.0, 8.0, 5.0, 7.0, 5.0, 5.0, 0.0, 45.0, 40.0, 40.0, 35.0, 46.0, 36.0, 42.0, 42.0, 38.0, 80.0, 75.0, 70.0, 79.0, 69.0, 78.0, 68.0, 77.0, 94.0, 91.0, 91.0, 87.0
33.0, 52.0, 41.0, 51.0, 46.0, 50.0, 40.0, 40.0, 45.0, 0.0, 5.0, 5.0, 10.0, 5.0, 11.0, 9.0, 11.0, 14.0, 45.0, 40.0, 37.0, 42.0, 36.0, 41.0, 34.0, 39.0, 85.0, 85.0, 82.0, 80.0
31.0, 47.0, 37.0, 46.0, 41.0, 46.0, 35.0, 35.0, 40.0, 5.0, 0.0, 2.0, 5.0, 7.0, 7.0, 8.0, 10.0, 11.0, 48.0, 43.0, 40.0, 46.0, 39.0, 44.0, 37.0, 43.0, 85.0, 85.0, 82.0, 80.0
33.0, 48.0, 37.0, 47.0, 41.0, 46.0, 36.0, 35.0, 40.0, 5.0, 2.0, 0.0, 5.0, 5.0, 5.0, 6.0, 8.0, 9.0, 50.0, 45.0, 42.0, 47.0, 40.0, 46.0, 39.0, 44.0, 87.0, 87.0, 84.0, 82.0
32.0, 43.0, 33.0, 42.0, 37.0, 41.0, 31.0, 30.0, 35.0, 10.0, 5.0, 5.0, 0.0, 10.0, 3.0, 7.0, 9.0, 8.0, 53.0, 48.0, 45.0, 51.0, 43.0, 50.0, 42.0, 48.0, 88.0, 87.0, 85.0, 82.0
38.0, 53.0, 43.0, 52.0, 47.0, 52.0, 42.0, 41.0, 46.0, 5.0, 7.0, 5.0, 10.0, 0.0, 10.0, 5.0, 7.0, 11.0, 49.0, 44.0, 42.0, 46.0, 40.0, 44.0, 38.0, 42.0, 90.0, 90.0, 87.0, 85.0
35.0, 44.0, 34.0, 43.0, 38.0, 42.0, 32.0, 31.0, 36.0, 11.0, 7.0, 5.0, 3.0, 10.0, 0.0, 5.0, 7.0, 5.0, 55.0, 50.0, 47.0, 53.0, 46.0, 51.0, 44.0, 50.0, 91.0, 90.0, 88.0, 85.0
39.0, 50.0, 40.0, 49.0, 43.0, 48.0, 38.0, 37.0, 42.0, 9.0, 8.0, 6.0, 7.0, 5.0, 5.0, 0.0, 2.0, 5.0, 54.0, 50.0, 47.0, 51.0, 45.0, 50.0, 43.0, 48.0, 93.0, 93.0, 90.0, 88.0
41.0, 51.0, 41.0, 50.0, 44.0, 49.0, 39.0, 38.0, 42.0, 11.0, 10.0, 8.0, 9.0, 7.0, 7.0, 2.0, 0.0, 5.0, 56.0, 51.0, 48.0, 53.0, 47.0, 51.0, 45.0, 49.0, 95.0, 95.0, 92.0, 90.0
40.0, 47.0, 37.0, 45.0, 40.0, 44.0, 34.0, 33.0, 38.0, 14.0, 11.0, 9.0, 8.0, 11.0, 5.0, 5.0, 5.0, 0.0, 59.0, 54.0, 51.0, 56.0, 50.0, 55.0, 48.0, 53.0, 96.0, 95.0, 93.0, 90.0
45.0, 82.0, 73.0, 82.0, 78.0, 83.0, 74.0, 75.0, 80.0, 45.0, 48.0, 50.0, 53.0, 49.0, 55.0, 54.0, 56.0, 59.0, 0.0, 5.0, 10.0, 4.0, 10.0, 6.0, 11.0, 9.0, 56.0, 59.0, 54.0, 54.0
40.0, 76.0, 68.0, 77.0, 73.0, 78.0, 69.0, 70.0, 75.0, 40.0, 43.0, 45.0, 48.0, 44.0, 50.0, 50.0, 51.0, 54.0, 5.0, 0.0, 5.0, 5.0, 5.0, 6.0, 6.0, 8.0, 56.0, 58.0, 53.0, 54.0
35.0, 72.0, 63.0, 72.0, 68.0, 73.0, 64.0, 65.0, 70.0, 37.0, 40.0, 42.0, 45.0, 42.0, 47.0, 47.0, 48.0, 51.0, 10.0, 5.0, 0.0, 10.0, 2.0, 10.0, 4.0, 12.0, 55.0, 56.0, 52.0, 52.0
