C-n25-k8-L8

CUSTOMER NUMBER
25

VEHICLE NUMBER
8

LIMIT
8

COMPATIBILITY SETS
Vehicle 0
1, 2, 19, 21, 6, 22, 7, 8, 24, 13, 15

Vehicle 1
1, 4, 5, 6, 7, 8, 9, 11, 15, 16, 17, 19, 20, 21, 23

Vehicle 2
2, 18, 3, 19, 4, 20, 21, 22, 7, 8, 12, 14

Vehicle 3
16, 2, 18, 4, 20, 21, 22, 9, 10, 15

Vehicle 4
4, 5, 7, 9, 10, 13, 15, 16, 18, 19, 20, 21, 22, 24

Vehicle 5
1, 5, 6, 7, 9, 11, 12, 14, 15, 17, 19, 21, 23

Vehicle 6
18, 5, 6, 22, 7, 24, 10, 11, 12, 14, 15

Vehicle 7
20, 7, 8, 10, 13


DISTANCE MATRIX
0.0, 18.0, 20.0, 16.0, 18.0, 15.0, 19.0, 16.0, 18.0, 20.0, 16.0, 19.0, 38.0, 30.0, 39.0, 36.0, 40.0, 33.0, 35.0, 39.0, 10.0, 10.0, 12.0, 13.0, 15.0
18.0, 0.0, 2.0, 3.0, 3.0, 4.0, 5.0, 5.0, 7.0, 7.0, 10.0, 10.0, 26.0, 24.0, 28.0, 27.0, 30.0, 27.0, 30.0, 32.0, 23.0, 21.0, 23.0, 21.0, 26.0
20.0, 2.0, 0.0, 5.0, 3.0, 5.0, 5.0, 6.0, 7.0, 7.0, 10.0, 10.0, 25.0, 23.0, 27.0, 26.0, 29.0, 27.0, 30.0, 31.0, 25.0, 23.0, 24.0, 22.0, 28.0
16.0, 3.0, 5.0, 0.0, 2.0, 1.0, 3.0, 2.0, 4.0, 5.0, 7.0, 7.0, 25.0, 21.0, 27.0, 26.0, 29.0, 25.0, 28.0, 30.0, 20.0, 18.0, 19.0, 17.0, 23.0
18.0, 3.0, 3.0, 2.0, 0.0, 3.0, 2.0, 2.0, 4.0, 4.0, 7.0, 7.0, 24.0, 21.0, 26.0, 25.0, 27.0, 25.0, 27.0, 29.0, 21.0, 20.0, 21.0, 19.0, 24.0
15.0, 4.0, 5.0, 1.0, 3.0, 0.0, 4.0, 2.0, 5.0, 6.0, 7.0, 8.0, 26.0, 22.0, 28.0, 26.0, 29.0, 26.0, 28.0, 30.0, 19.0, 17.0, 19.0, 17.0, 22.0
19.0, 5.0, 5.0, 3.0, 2.0, 4.0, 0.0, 3.0, 2.0, 2.0, 5.0, 5.0, 21.0, 18.0, 24.0, 22.0, 25.0, 22.0, 25.0, 27.0, 21.0, 19.0, 20.0, 18.0, 24.0
16.0, 5.0, 6.0, 2.0, 2.0, 2.0, 3.0, 0.0, 2.0, 4.0, 5.0, 5.0, 24.0, 20.0, 26.0, 24.0, 27.0, 23.0, 26.0, 28.0, 18.0, 17.0, 18.0, 16.0, 21.0
18.0, 7.0, 7.0, 4.0, 4.0, 5.0, 2.0, 2.0, 0.0, 2.0, 3.0, 3.0, 21.0, 17.0, 23.0, 21.0, 24.0, 21.0, 24.0, 25.0, 19.0, 17.0, 18.0, 16.0, 22.0
20.0, 7.0, 7.0, 5.0, 4.0, 6.0, 2.0, 4.0, 2.0, 0.0, 5.0, 3.0, 19.0, 16.0, 21.0, 20.0, 23.0, 20.0, 23.0, 25.0, 21.0, 19.0, 20.0, 18.0, 23.0
