C-n20-k6-L8

CUSTOMER NUMBER
20

VEHICLE NUMBER
6

LIMIT
8

COMPATIBILITY SETS
Vehicle 0
16, 17, 2, 18, 3, 5, 8, 9, 10, 11

Vehicle 1
16, 2, 19, 5, 6, 7, 9, 11, 12, 14, 15

Vehicle 2
16, 19, 5, 6, 8, 9, 13, 14, 15

Vehicle 3
16, 1, 17, 2, 3, 6, 10, 12, 13, 14

Vehicle 4
16, 1, 2, 18, 4, 5, 6, 7, 10, 12, 13

Vehicle 5
18, 3, 19, 7, 8, 9, 10, 11, 15


DISTANCE MATRIX
0.0, 18.0, 20.0, 16.0, 18.0, 15.0, 19.0, 16.0, 18.0, 20.0, 16.0, 19.0, 38.0, 30.0, 39.0, 36.0, 40.0, 33.0, 35.0, 39.0
18.0, 0.0, 2.0, 3.0, 3.0, 4.0, 5.0, 5.0, 7.0, 7.0, 10.0, 10.0, 26.0, 24.0, 28.0, 27.0, 30.0, 27.0, 30.0, 32.0
20.0, 2.0, 0.0, 5.0, 3.0, 5.0, 5.0, 6.0, 7.0, 7.0, 10.0, 10.0, 25.0, 23.0, 27.0, 26.0, 29.0, 27.0, 30.0, 31.0
16.0, 3.0, 5.0, 0.0, 2.0, 1.0, 3.0, 2.0, 4.0, 5.0, 7.0, 7.0, 25.0, 21.0, 27.0, 26.0, 29.0, 25.0, 28.0, 30.0
18.0, 3.0, 3.0, 2.0, 0.0, 3.0, 2.0, 2.0, 4.0, 4.0, 7.0, 7.0, 24.0, 21.0, 26.0, 25.0, 27.0, 25.0, 27.0, 29.0
15.0, 4.0, 5.0, 1.0, 3.0, 0.0, 4.0, 2.0, 5.0, 6.0, 7.0, 8.0, 26.0, 22.0, 28.0, 26.0, 29.0, 26.0, 28.0, 30.0
19.0, 5.0, 5.0, 3.0, 2.0, 4.0, 0.0, 3.0, 2.0, 2.0, 5.0, 5.0, 21.0, 18.0, 24.0, 22.0, 25.0, 22.0, 25.0, 27.0
16.0, 5.0, 6.0, 2.0, 2.0, 2.0, 3.0, 0.0, 2.0, 4.0, 5.0, 5.0, 24.0, 20.0, 26.0, 24.0, 27.0, 23.0, 26.0, 28.0
18.0, 7.0, 7.0, 4.0, 4.0, 5.0, 2.0, 2.0, 0.0, 2.0, 3.0, 3.0, 21.0, 17.0, 23.0, 21.0, 24.0, 21.0, 24.0, 25.0
20.0, 7.0, 7.0, 5.0, 4.0, 6.0, 2.0, 4.0, 2.0, 0.0, 5.0, 3.0, 19.0, 16.0, 21.0, 20.0, 23.0, 20.0, 23.0, 25.0
16.0, 10.0, 10.0, 7.0, 7.0, 7.0, 5.0, 5.0, 3.0, 5.0, 0.0, 3.0, 21.0, 15.0, 23.0, 20.0, 24.0, 19.0, 21.0, 24.0
19.0, 10.0, 10.0, 7.0, 7.0, 8.0, 5.0, 5.0, 3.0, 3.0, 3.0, 0.0, 18.0, 14.0, 20.0, 18.0, 21.0, 18.0, 20.0, 22.0
38.0, 26.0, 25.0, 25.0, 24.0, 26.0, 21.0, 24.0, 21.0, 19.0, 21.0, 18.0, 0.0, 10.0, 3.0, 7.0, 5.0, 12.0, 14.0, 11.0
30.0, 24.0, 23.0, 21.0, 21.0, 22.0, 18.0, 20.0, 17.0, 16.0, 15.0, 14.0, 10.0, 0.0, 10.0, 5.0, 10.0, 4.0, 7.0, 8.0
39.0, 28.0, 27.0, 27.0, 26.0, 28.0, 24.0, 26.0, 23.0, 21.0, 23.0, 20.0, 3.0, 10.0, 0.0, 5.0, 2.0, 10.0, 12.0, 8.0
36.0, 27.0, 26.0, 26.0, 25.0, 26.0, 22.0, 24.0, 21.0, 20.0, 20.0, 18.0, 7.0, 5.0, 5.0, 0.0, 5.0, 5.0, 7.0, 5.0
40.0, 30.0, 29.0, 29.0, 27.0, 29.0, 25.0, 27.0, 24.0, 23.0, 24.0, 21.0, 5.0, 10.0, 2.0, 5.0, 0.0, 10.0, 11.0, 7.0
33.0, 27.0, 27.0, 25.0, 25.0, 26.0, 22.0, 23.0, 21.0, 20.0, 19.0, 18.0, 12.0, 4.0, 10.0, 5.0, 10.0, 0.0, 3.0, 5.0
35.0, 30.0, 30.0, 28.0, 27.0, 28.0, 25.0, 26.0, 24.0, 23.0, 21.0, 20.0, 14.0, 7.0, 12.0, 7.0, 11.0, 3.0, 0.0, 5.0
39.0, 32.0, 31.0, 30.0, 29.0, 30.0, 27.0, 28.0, 25.0, 25.0, 24.0, 22.0, 11.0, 8.0, 8.0, 5.0, 7.0, 5.0, 5.0, 0.0
