solomon_100\C101.txt,401,400,1363.4862499999997,7.511,
solomon_100\C101.txt,205,204,578.3229166666667,2.122,
solomon_100\C101.txt,239,238,753.4862499999999,2.306,
solomon_100\C101.txt,290,289,921.2062499999998,3.244,
solomon_100\C101.txt,322,321,1053.7662499999997,4.188,
solomon_100\C101.txt,347,346,1195.0662500000005,5.592,
solomon_100\R101.txt,479,478,1373.7051282051282,8.764,
solomon_100\R101.txt,224,223,793.6200000000001,1.6,
solomon_100\R101.txt,263,262,892.5898148148146,2.38,
solomon_100\R101.txt,306,305,1067.3075000000003,3.301,
solomon_100\R101.txt,378,377,1178.475460992908,4.832,
solomon_100\R101.txt,416,415,1290.783361344538,6.432,
solomon_100\RC101.txt,463,462,1669.5334693877553,8.32,
solomon_100\RC101.txt,184,183,922.5000000000001,1.22,
solomon_100\RC101.txt,235,234,1122.4900000000002,1.971,
solomon_100\RC101.txt,320,319,1248.935,3.313,
solomon_100\RC101.txt,390,389,1440.6,4.934,
solomon_100\RC101.txt,436,435,1566.8399999999997,6.73,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
