solomon_100\C101.txt,359,358,1643.44375,15.932,
solomon_100\C101.txt,172,171,694.3062499999999,3.429,
solomon_100\C101.txt,196,195,902.4562500000002,4.295,
solomon_100\C101.txt,237,236,1088.30625,6.252,
solomon_100\C101.txt,276,275,1266.5687499999997,8.854,
solomon_100\C101.txt,323,322,1437.8187500000001,12.299,
solomon_100\R101.txt,408,407,1612.5833333333342,19.103,
solomon_100\R101.txt,174,173,916.8125,3.126,
solomon_100\R101.txt,210,209,1029.7899999999997,4.672,
solomon_100\R101.txt,266,265,1235.6400000000003,7.248,
solomon_100\R101.txt,304,303,1375.3433333333337,10.018,
solomon_100\R101.txt,345,344,1510.5895833333325,13.757,
solomon_100\RC101.txt,361,360,1994.1277777777777,16.625,
solomon_100\RC101.txt,158,157,1124.15,2.69,
solomon_100\RC101.txt,215,214,1349.7208333333335,4.639,
solomon_100\RC101.txt,259,258,1488.2700000000002,6.902,
solomon_100\RC101.txt,285,284,1717.4375000000002,9.271,
solomon_100\RC101.txt,332,331,1871.5249999999996,13.011,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
