solomon_100\C101.txt,599,598,1045.6785714285713,71.212,
solomon_100\C101.txt,311,310,448.8809523809524,12.601,
solomon_100\C101.txt,364,363,580.3499999999998,20.015,
solomon_100\C101.txt,401,400,730.7791666666667,27.033,
solomon_100\C101.txt,472,471,808.5285714285714,38.439,
solomon_100\C101.txt,522,521,916.2154761904762,52.94,
solomon_100\R101.txt,764,763,1102.6345238095234,84.34,
solomon_100\R101.txt,318,317,649.1714285714287,7.931,
solomon_100\R101.txt,381,380,734.2884169884169,12.413,
solomon_100\R101.txt,451,450,874.5119354838712,19.947,
solomon_100\R101.txt,568,567,953.909065934066,35.406,
solomon_100\R101.txt,619,618,1041.6374338624337,50.615,
solomon_100\RC101.txt,680,679,1307.0038398018169,99.493,
solomon_100\RC101.txt,255,254,698.4428571428573,13.53,
solomon_100\RC101.txt,335,334,857.8571428571427,26.061,
solomon_100\RC101.txt,432,431,974.9053030303027,51.67,
solomon_100\RC101.txt,528,527,1129.8993920972648,60.651,
solomon_100\RC101.txt,623,622,1230.143497536946,87.214,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
