solomon_100\C101.txt,341,340,1643.4437499999992,14.654,
solomon_100\C101.txt,162,161,694.3062500000001,3.16,
solomon_100\C101.txt,198,197,902.4562500000003,4.177,
solomon_100\C101.txt,241,240,1088.30625,6.163,
solomon_100\C101.txt,277,276,1266.5687499999997,8.426,
solomon_100\C101.txt,317,316,1437.8187500000004,11.58,
solomon_100\R101.txt,410,409,1612.5833333333335,23.924,
solomon_100\R101.txt,172,171,916.8125,2.857,
solomon_100\R101.txt,210,209,1029.79,4.269,
solomon_100\R101.txt,263,262,1235.6400000000003,6.583,
solomon_100\R101.txt,317,316,1375.3433333333337,9.666,
solomon_100\R101.txt,350,349,1510.5895833333332,12.959,
solomon_100\RC101.txt,367,366,1994.1277777777777,21.227,
solomon_100\RC101.txt,158,157,1124.15,3.613,
solomon_100\RC101.txt,215,214,1349.7208333333335,6.131,
solomon_100\RC101.txt,262,261,1488.2700000000002,9.092,
solomon_100\RC101.txt,288,287,1717.4375000000005,11.972,
solomon_100\RC101.txt,332,331,1871.5249999999996,16.422,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
