solomon_100\C101,101,337,336,1643.4437499999995,18.811,
solomon_100\C101,51,162,161,694.3062500000001,4.274,
solomon_100\C101,61,196,195,902.4562500000002,5.861,
solomon_100\C101,71,238,237,1088.30625,7.704,
solomon_100\C101,81,273,272,1266.5687500000004,11.406,
solomon_100\C101,91,312,311,1437.8187499999997,15.202,
solomon_100\C121,111,424,423,3211.3166666666652,25.283,
solomon_100\C121,121,448,447,3501.8000000000006,29.586,
solomon_100\C121,131,486,485,3798.774999999999,36.213,
solomon_100\C121,141,552,551,4096.783333333334,46.09,
solomon_100\C121,151,574,573,4398.633333333332,54.156,
solomon_100\R101,101,413,412,1612.5833333333342,22.871,
solomon_100\R101,51,179,178,916.8125,4.297,
solomon_100\R101,61,216,215,1029.7900000000002,6.437,
solomon_100\R101,71,270,269,1235.6399999999999,9.676,
solomon_100\R101,81,310,309,1375.343333333333,13.168,
solomon_100\R101,91,339,338,1510.5895833333325,16.786,
solomon_100\R121,111,457,456,3508.0,26.585,
solomon_100\R121,121,502,501,3775.6000000000004,32.311,
solomon_100\R121,131,553,552,4107.183333333333,41.666,
solomon_100\R121,141,595,594,4364.254954954954,50.084,
solomon_100\R121,151,674,673,4624.602777777776,63.402,
solomon_100\RC101,101,367,366,1994.1277777777777,20.386,
solomon_100\RC101,51,167,166,1124.15,3.885,
solomon_100\RC101,61,215,214,1349.7208333333335,6.188,
solomon_100\RC101,71,254,253,1488.2700000000002,8.814,
solomon_100\RC101,81,297,296,1717.4375000000002,11.639,
solomon_100\RC101,91,336,335,1871.5249999999999,16.178,
solomon_100\RC121,111,466,465,3459.8416666666662,26.986,
solomon_100\RC121,121,479,478,3832.77,30.661,
solomon_100\RC121,131,538,537,4174.070238095239,40.158,
solomon_100\RC121,141,560,559,4396.25,47.477,
solomon_100\RC121,151,629,628,4685.0875000000015,59.413,
