solomon_100\C101,101,337,336,1643.4437499999995,18.811,
solomon_100\C101,51,162,161,694.3062500000001,4.274,
solomon_100\C101,61,196,195,902.4562500000002,5.861,
solomon_100\C101,71,238,237,1088.30625,7.704,
solomon_100\C101,81,273,272,1266.5687500000004,11.406,
solomon_100\C101,91,312,311,1437.8187499999997,15.202,
solomon_100\C121,111,424,423,3211.3166666666652,25.283,
solomon_100\C121,121,448,447,3501.8000000000006,29.586,
solomon_100\C121,131,486,485,3798.774999999999,36.213,
solomon_100\C121,141,552,551,4096.783333333334,46.09,
solomon_100\C121,151,574,573,4398.633333333332,54.156,
solomon_100\R101,101,413,412,1612.5833333333342,22.871,
solomon_100\R101,51,179,178,916.8125,4.297,
solomon_100\R101,61,216,215,1029.7900000000002,6.437,
solomon_100\R101,71,270,269,1235.6399999999999,9.676,
solomon_100\R101,81,310,309,1375.343333333333,13.168,
solomon_100\R101,91,339,338,1510.5895833333325,16.786,
solomon_100\R121,111,457,456,3508.0,26.585,
solomon_100\R121,121,502,501,3775.6000000000004,32.311,
solomon_100\R121,131,553,552,4107.183333333333,41.666,
solomon_100\R121,141,595,594,4364.254954954954,50.084,
solomon_100\R121,151,674,673,4624.602777777776,63.402,
solomon_100\RC101,101,367,366,1994.1277777777777,20.386,
solomon_100\RC101,51,167,166,1124.15,3.885,
solomon_100\RC101,61,215,214,1349.7208333333335,6.188,
solomon_100\RC101,71,254,253,1488.2700000000002,8.814,
solomon_100\RC101,81,297,296,1717.4375000000002,11.639,
solomon_100\RC101,91,336,335,1871.5249999999999,16.178,
solomon_100\RC121,111,466,465,3459.8416666666662,26.986,
solomon_100\RC121,121,479,478,3832.77,30.661,
solomon_100\RC121,131,538,537,4174.070238095239,40.158,
solomon_100\RC121,141,560,559,4396.25,47.477,
solomon_100\RC121,151,629,628,4685.0875000000015,59.413,

solomon_100\C101,101,343,342,1643.4437499999997,13.325,
solomon_100\C101,51,163,162,694.3062500000001,2.578,
solomon_100\C101,61,216,215,902.4562500000001,4.164,
solomon_100\C101,71,231,230,1088.3062500000003,5.471,
solomon_100\C101,81,275,274,1266.5687500000004,7.857,
solomon_100\C101,91,318,317,1437.8187499999997,10.678,
solomon_100\C121,111,421,420,3211.3166666666652,19.117,
solomon_100\C121,121,453,452,3501.8,23.172,
solomon_100\C121,131,510,509,3798.7749999999987,30.148,
solomon_100\C121,141,539,538,4096.783333333334,36.644,
solomon_100\C121,151,562,561,4398.633333333333,43.0,
solomon_100\R101,101,386,385,1612.5833333333337,15.405,
solomon_100\R101,51,176,175,916.8125,2.75,
solomon_100\R101,61,216,215,1029.79,4.262,
solomon_100\R101,71,268,267,1235.6399999999999,6.473,
solomon_100\R101,81,313,312,1375.3433333333335,9.078,
solomon_100\R101,91,367,366,1510.5895833333332,12.687,
solomon_100\R121,111,460,459,3508.000000000001,20.828,
solomon_100\R121,121,503,502,3775.6,26.309,
solomon_100\R121,131,532,531,4107.183333333334,31.781,
solomon_100\R121,141,588,587,4364.254954954953,40.015,
solomon_100\R121,151,647,646,4624.602777777778,49.985,
solomon_100\RC101,101,366,365,1994.1277777777777,14.639,
solomon_100\RC101,51,166,165,1124.1500000000003,2.579,
solomon_100\RC101,61,212,211,1349.7208333333335,4.127,
solomon_100\RC101,71,259,258,1488.2700000000002,6.154,
solomon_100\RC101,81,286,285,1717.4375000000002,8.168,
solomon_100\RC101,91,338,337,1871.5249999999999,11.404,
solomon_100\RC121,111,461,460,3459.8416666666662,21.063,
solomon_100\RC121,121,479,478,3832.7700000000013,24.937,
solomon_100\RC121,131,536,535,4174.070238095239,31.798,
solomon_100\RC121,141,557,556,4396.25,37.781,
solomon_100\RC121,151,620,619,4685.0875000000015,47.818,

solomon_100\C101,101,53,1359,1643.4437500000001,84.48,84.511,
solomon_100\C101,51,31,627,694.3062500000001,18.17,18.217,
solomon_100\C101,61,30,764,902.4562500000001,17.265,17.286,
solomon_100\C101,71,35,896,1088.30625,27.61,27.641,
solomon_100\C101,81,55,1091,1266.5687500000001,77.509,77.541,
solomon_100\C101,91,41,1135,1437.8187500000001,42.323,42.37,
solomon_100\C121,111,57,1621,3211.3166666666666,135.77,135.817,
solomon_100\C121,121,70,1688,3501.8000000000006,281.278,281.325,
solomon_100\C121,131,70,1902,3798.7749999999996,256.388,256.443,
solomon_100\C121,141,70,1907,4096.783333333336,311.198,311.264,
solomon_100\C121,151,77,2151,4398.633333333334,399.024,399.091,
solomon_100\R101,101,54,1505,1612.5833333333337,66.577,66.623,
solomon_100\R101,51,31,683,916.8125,9.75,9.766,
solomon_100\R101,61,31,858,1029.79,9.89,9.921,
solomon_100\R101,71,43,956,1235.6399999999999,30.108,30.139,
solomon_100\R101,81,48,1164,1375.3433333333335,45.358,45.374,
solomon_100\R101,91,50,1272,1510.589583333333,56.201,56.233,
solomon_100\R121,111,59,1658,3508.0000000000005,129.437,129.5,
solomon_100\R121,121,65,1746,3775.6000000000004,193.331,193.426,
solomon_100\R121,131,74,2020,4107.183333333334,279.544,279.622,
solomon_100\R121,141,74,2165,4364.254954954954,251.189,251.283,
solomon_100\R121,151,76,2204,4624.602777777777,347.255,347.455,
solomon_100\RC101,101,51,1358,1994.127777777778,82.298,82.35,
solomon_100\RC101,51,29,596,1124.15,10.78,10.798,
solomon_100\RC101,61,40,758,1349.7208333333338,23.267,23.285,
solomon_100\RC101,71,35,944,1488.27,18.281,18.312,
solomon_100\RC101,81,49,1050,1717.4375,58.564,58.595,
solomon_100\RC101,91,42,1219,1871.5249999999999,38.186,38.234,
solomon_100\RC121,111,59,1549,3459.8416666666667,142.417,142.48,
solomon_100\RC121,121,58,1796,3832.7700000000004,116.454,116.501,
solomon_100\RC121,131,60,1959,4174.070238095239,117.859,117.922,
solomon_100\RC121,141,81,2019,4396.250000000001,435.312,435.391,
solomon_100\RC121,151,85,2301,4685.0875000000015,488.266,489.25,

solomon_100\C101,101,24,3956,1643.4437500000001,8.891,9.469,
solomon_100\C101,51,14,2374,694.3062500000001,6.793,7.184,
solomon_100\C101,61,20,2790,902.45625,1.808,3.141,
solomon_100\C101,71,23,3476,1088.30625,4.793,5.598,
solomon_100\C101,81,23,3893,1266.56875,5.516,6.219,
solomon_100\C101,91,27,3969,1437.81875,6.101,9.589,
solomon_100\C121,111,29,6407,3211.3166666666666,34.148,35.702,
solomon_100\C121,121,28,6590,3501.8,14.252,16.299,
solomon_100\C121,131,30,7776,3798.7749999999996,12.734,19.784,
solomon_100\C121,141,35,7513,4096.783333333335,27.057,30.972,
solomon_100\C121,151,38,8387,4398.633333333335,31.206,38.657,
solomon_100\R101,101,20,5058,1612.5833333333342,5.828,7.493,
solomon_100\R101,51,19,2222,916.8125000000002,2.969,3.172,
solomon_100\R101,61,15,3137,1029.79,1.644,1.79,
solomon_100\R101,71,18,3708,1235.64,2.342,2.999,
solomon_100\R101,81,23,4059,1375.3433333333335,4.726,5.711,
solomon_100\R101,91,19,4497,1510.589583333333,4.789,5.539,
solomon_100\R121,111,26,5555,3508.0,11.453,12.706,
solomon_100\R121,121,28,6983,3775.6,12.549,14.892,
solomon_100\R121,131,27,6953,4107.1833333333325,14.314,16.14,
solomon_100\R121,141,31,7321,4364.254954954955,17.558,22.959,
solomon_100\R121,151,30,8626,4624.602777777778,18.851,26.334,
solomon_100\RC101,101,23,5947,1994.1277777777777,6.664,8.251,
solomon_100\RC101,51,12,1793,1124.1500000000003,0.891,1.0,
