solomon_100\C101,101,56,21568,1044.8999999999996,214.958,242.591,
solomon_100\C101,51,38,10451,448.31428571428575,26.205,27.051,
solomon_100\C101,61,41,13047,580.1857142857141,34.619,44.137,
solomon_100\C101,71,43,15214,729.657738095238,53.651,58.893,
solomon_100\C101,81,49,17577,808.0714285714287,93.159,95.653,
solomon_100\C101,91,57,19864,915.8714285714282,176.066,179.754,
solomon_100\C121,111,65,28913,2028.0538655462185,524.371,572.392,
solomon_100\C121,121,54,27108,2193.8684065934067,595.0,673.484,
solomon_100\C121,131,46,32704,2367.6767857142863,910.675,910.706,
solomon_100\C121,141,44,32306,2532.8171428571422,901.227,901.321,
solomon_100\C121,151,45,38601,2700.222619047619,913.533,913.596,
solomon_100\R101,101,46,21989,1102.3972402597403,134.035,149.723,
solomon_100\R101,51,48,10658,648.6642857142857,15.419,17.135,
solomon_100\R101,61,39,11896,733.2233954451347,18.645,21.301,
solomon_100\R101,71,38,17655,873.2104657756176,27.495,28.627,
solomon_100\R101,81,44,18341,953.7101190476193,48.015,54.134,
solomon_100\R101,91,55,20407,1040.6291666666666,91.105,93.576,
solomon_100\R121,111,53,27012,2374.1983617300125,253.414,294.318,
solomon_100\R121,121,60,28485,2535.44429563492,554.995,601.548,
solomon_100\R121,131,62,32913,2713.545618247299,709.593,762.094,
solomon_100\R121,141,49,34139,2870.170925796085,926.866,926.929,
solomon_100\R121,151,47,35061,3033.7849069148933,932.001,932.141,
solomon_100\RC101,101,53,21631,1306.1915027088671,189.887,203.843,
solomon_100\RC101,51,33,8898,698.4428571428571,11.109,13.656,
solomon_100\RC101,61,48,11011,857.8571428571428,35.222,36.065,
solomon_100\RC101,71,51,13581,974.423076923077,44.327,55.395,
solomon_100\RC101,81,41,17635,1127.888095238095,52.748,56.447,
solomon_100\RC101,91,57,20768,1229.8026190476191,142.214,148.772,
solomon_100\RC121,111,56,29095,2263.631309523809,382.094,425.517,
solomon_100\RC121,121,73,32273,2499.9019047619045,913.222,913.259,
solomon_100\RC121,131,53,32076,2720.555238095238,878.489,914.89,
solomon_100\RC121,141,45,33561,2838.9611255411255,924.563,924.61,
solomon_100\RC121,151,48,37211,3023.310853432283,921.565,921.673,
