solomon_100\C101.txt,423,422,1363.48625,59.09,
solomon_100\C101.txt,212,211,578.3229166666669,8.521,
solomon_100\C101.txt,235,234,753.4862500000002,14.366,
solomon_100\C101.txt,292,291,921.2062500000001,25.736,
solomon_100\C101.txt,334,333,1053.76625,30.236,
solomon_100\C101.txt,379,378,1195.06625,45.117,
solomon_100\R101.txt,486,485,1373.7051282051282,61.209,
solomon_100\R101.txt,223,222,793.6199999999999,3.987,
solomon_100\R101.txt,273,272,892.5898148148148,6.544,
solomon_100\R101.txt,317,316,1067.3075000000001,10.427,
solomon_100\R101.txt,350,349,1178.4754609929075,17.151,
solomon_100\R101.txt,429,428,1290.7833613445378,30.639,
solomon_100\RC101.txt,490,489,1669.5334693877553,91.016,
solomon_100\RC101.txt,205,204,922.5,10.594,
solomon_100\RC101.txt,251,250,1122.4900000000002,17.312,
solomon_100\RC101.txt,312,311,1248.935,29.882,
solomon_100\RC101.txt,385,384,1440.6,47.255,
solomon_100\RC101.txt,443,442,1566.84,65.682,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
