solomon_100\C101.txt,424,423,1363.4862499999997,74.988,
solomon_100\C101.txt,203,202,578.3229166666667,11.648,
solomon_100\C101.txt,242,241,753.48625,14.299,
solomon_100\C101.txt,292,291,921.2062500000003,38.343,
solomon_100\C101.txt,323,322,1053.7662499999997,32.187,
solomon_100\C101.txt,380,379,1195.0662500000003,52.094,
solomon_100\R101.txt,475,474,1373.705128205128,63.671,
solomon_100\R101.txt,221,220,793.62,3.966,
solomon_100\R101.txt,267,266,892.5898148148148,6.705,
solomon_100\R101.txt,334,333,1067.3075000000001,12.26,
solomon_100\R101.txt,397,396,1178.4754609929078,22.844,
solomon_100\R101.txt,448,447,1290.783361344538,37.797,
solomon_100\RC101.txt,502,501,1669.5334693877548,105.437,
solomon_100\RC101.txt,196,195,922.5,8.857,
solomon_100\RC101.txt,257,256,1122.4900000000002,17.757,
solomon_100\RC101.txt,321,320,1248.9350000000002,34.871,
solomon_100\RC101.txt,395,394,1440.6000000000001,57.887,
solomon_100\RC101.txt,429,428,1566.8399999999997,70.596,
solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\C101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\R101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\RC101.txt,solomon_100\C101.txt,
